housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
22,1248,271,579,269,3.375,<1H OCEAN,200000
24,5948,738,1997,710,9.8708,NEAR BAY,500001
14,8213,1364,3283,1286,5.1755,<1H OCEAN,294800
17,465,83,146,75,4.9018,<1H OCEAN,188500
11,6200,907,2286,896,7.6518,NEAR BAY,359300
21,3521,447,1396,467,8.2673,NEAR BAY,358700
16,3031,438,1087,421,7.3732,NEAR BAY,287300
14,3056,369,1209,377,8.4352,NEAR BAY,441400
25,3004,393,1145,376,7.2655,NEAR BAY,494000
18,8953,1074,3011,993,10.7372,<1H OCEAN,500001
4,1029,126,416,122,13.4883,INLAND,500001
29,7479,977,2744,943,7.5139,INLAND,398200
16,7681,946,2777,908,9.5271,<1H OCEAN,500001
10,3209,379,1199,392,12.2478,INLAND,500001
16,2939,380,1177,396,8.0839,<1H OCEAN,372000
18,9117,1248,3280,1167,8.003,<1H OCEAN,351300
5,7178,898,2823,907,9.0776,<1H OCEAN,450400
20,10212,1424,4083,1374,8.039,NEAR BAY,382200
22,4949,626,1850,590,10.4549,NEAR BAY,500001
38,827,144,368,136,6.5095,NEAR BAY,294400
32,5738,746,2099,732,10.3224,NEAR BAY,500001
34,5683,755,1962,723,8.3678,NEAR BAY,455300
35,880,139,352,132,6.8686,NEAR BAY,406500
21,3282,653,1398,601,5.2079,NEAR BAY,310300
32,2372,516,1067,492,4.3235,NEAR BAY,279500
37,4005,614,1602,606,6.4666,NEAR BAY,348200
35,2785,362,1001,363,8.0448,NEAR BAY,433300
30,3227,733,1260,684,4.125,NEAR BAY,257100
27,744,214,295,169,2.7411,NEAR BAY,350000
18,1820,220,728,229,10.3713,NEAR BAY,426100
34,6986,1096,2865,1124,6.2275,NEAR BAY,394400
11,1077,318,590,264,3.5536,NEAR BAY,387200
24,2059,462,410,294,2.3971,NEAR BAY,99400
26,2947,477,825,626,2.933,NEAR BAY,85000
24,6130,1359,1750,1286,2.9167,NEAR BAY,102700
17,7475,1556,2092,1449,3.6437,NEAR BAY,186500
23,1025,205,263,191,3.12,NEAR BAY,155000
16,5187,1014,1512,986,4.4551,NEAR BAY,252400
17,1102,224,317,208,3.5893,NEAR BAY,206300
26,2405,564,680,531,2.4896,NEAR BAY,73400
35,3701,528,1511,517,7.2315,NEAR BAY,367100
27,5484,760,2212,770,7.6202,NEAR BAY,402600
33,3398,500,1351,457,6.5814,NEAR BAY,314200
18,5252,686,1870,657,8.0074,NEAR BAY,454100
17,1320,159,1722,141,11.7064,NEAR BAY,500001
26,4048,513,1486,498,7.6717,NEAR BAY,416500
26,2269,317,918,313,6.6657,NEAR BAY,364500
19,5130,741,1887,712,7.203,NEAR BAY,369900
4,2045,237,830,252,11.3421,NEAR BAY,500001
20,6201,1182,2415,1141,4.5744,NEAR BAY,314000
27,9147,1276,3371,1269,7.3267,NEAR BAY,389900
24,2131,343,874,373,5.6349,NEAR BAY,355600
16,4596,705,1480,650,7.52,NEAR BAY,370200
36,3359,493,1298,483,8.1586,NEAR BAY,404300
36,542,119,231,121,4.9,NEAR BAY,354200
33,4449,636,1684,617,8.9571,NEAR BAY,399700
32,1779,241,721,258,8.7589,NEAR BAY,434500
32,3633,508,1393,506,7.6917,NEAR BAY,401800
33,3626,502,1348,480,7.6107,NEAR BAY,423200
38,1261,177,472,183,6.917,NEAR BAY,438000
20,95,13,31,15,2.4444,NEAR BAY,475000
37,3881,560,1315,517,7.3195,NEAR BAY,367500
36,1065,160,398,155,7.7736,NEAR BAY,378100
31,7200,876,2428,843,10.9405,NEAR BAY,500001
36,2107,287,740,280,10.3416,NEAR BAY,500001
36,4760,610,1511,572,9.0064,NEAR BAY,500001
18,4845,735,1634,734,8.1489,NEAR BAY,499000
8,7505,1089,3325,1016,5.2699,INLAND,204200
8,1584,236,615,202,6.4753,INLAND,166800
4,17032,2546,7653,2359,5.5601,INLAND,213700
17,1133,244,716,235,2.875,INLAND,162500
11,2836,373,959,335,10.5815,INLAND,500001
4,11444,1355,3898,1257,13.2949,INLAND,500001
7,3477,416,1216,395,13.1499,INLAND,500001
12,4711,659,2089,621,8.3209,INLAND,485400
2,3129,707,1606,698,2.9591,INLAND,210100
26,3084,505,1557,501,5.1582,INLAND,194700
25,4026,791,1850,709,4.1483,INLAND,181200
21,3153,411,1318,431,6.8642,INLAND,285400
4,3241,464,1552,494,6.6134,INLAND,307000
18,2808,337,1038,337,8.3956,NEAR BAY,353600
16,2638,345,1055,334,8.1163,NEAR BAY,365800
14,1780,224,764,226,9.0243,INLAND,427700
13,2085,292,852,264,7.3445,INLAND,366700
14,5332,884,2093,839,5.2798,INLAND,237400
18,2541,355,986,346,7.1978,INLAND,288000
13,1610,198,703,217,8.7059,INLAND,329400
26,1299,174,533,180,6.2296,INLAND,291700
16,3421,427,1341,428,7.5695,INLAND,320400
16,2876,391,1089,377,6.299,INLAND,286900
16,2169,262,877,245,6.6049,INLAND,312600
27,1469,216,578,219,5.9346,INLAND,253600
16,1803,267,946,266,5.7001,NEAR BAY,205100
15,3338,532,1834,520,5.6293,NEAR BAY,197600
15,2150,327,1094,324,6.0224,NEAR BAY,198500
9,6306,962,2581,911,6.7741,NEAR BAY,310700
52,1350,266,490,257,3.125,NEAR BAY,171100
52,1736,358,638,297,2.5517,NEAR BAY,147100
52,2735,559,1076,487,3.6154,NEAR BAY,155700
31,3029,500,1236,487,5.6022,NEAR BAY,197000
25,2239,361,928,353,4.4474,NEAR BAY,203700
47,1685,405,835,372,2.3103,NEAR BAY,134500
41,1631,282,752,288,3.9345,NEAR BAY,150200
41,2512,539,1179,480,2.694,NEAR BAY,123000
30,1255,297,779,307,1.6767,NEAR BAY,147700
4,7999,1611,3596,1396,5.0969,NEAR BAY,174200
26,2335,413,980,417,3.4471,NEAR BAY,178900
16,4986,1081,2805,1016,4.025,NEAR BAY,173200
32,2159,393,981,369,4.3173,NEAR BAY,175400
34,1712,317,956,341,4.4394,NEAR BAY,162000
26,3735,641,1708,633,4.621,NEAR BAY,191100
18,4123,874,1895,772,3.2759,NEAR BAY,195000
28,3801,622,1654,571,4.375,NEAR BAY,193300
28,2038,329,947,349,5.1178,NEAR BAY,198000
16,4921,737,2312,725,5.8899,NEAR BAY,243200
23,3455,479,1375,474,6.0289,NEAR BAY,218600
5,3846,786,2053,716,5.0473,NEAR BAY,184800
11,3751,565,1949,555,5.7862,NEAR BAY,269400
16,2084,315,1154,307,6.0102,NEAR BAY,235600
16,2978,411,1531,400,6.5006,NEAR BAY,237700
14,2338,391,1003,398,4.2269,NEAR BAY,170500
6,678,104,318,91,5.2375,NEAR BAY,246400
15,1216,166,572,178,5.8418,NEAR BAY,240300
12,1592,242,969,233,6.1576,NEAR BAY,248700
5,6265,908,3326,872,6.2073,NEAR BAY,272900
27,2133,347,850,350,5.1046,NEAR BAY,209800
35,1579,243,734,264,5.5,NEAR BAY,201000
10,15259,2275,7266,2338,6.0666,NEAR BAY,272400
30,4030,772,1777,718,3.6393,NEAR BAY,184000
34,2854,528,1211,452,3.5353,NEAR BAY,164700
20,3426,632,1512,580,4.4911,NEAR BAY,227400
35,1811,377,911,340,3.375,NEAR BAY,149700
20,7578,1426,3637,1362,4.4387,NEAR BAY,190000
37,1887,353,895,359,4.45,NEAR BAY,196600
38,1794,349,810,335,3.8343,NEAR BAY,191400
38,2172,403,945,384,4.3958,NEAR BAY,194200
36,1425,245,573,239,4.35,NEAR BAY,185000
25,6508,1137,3259,1081,4.2348,NEAR BAY,157800
25,3807,806,1821,792,3.6518,NEAR BAY,164300
29,2347,464,1135,490,3.9722,NEAR BAY,161000
26,3054,492,1495,496,4.6944,NEAR BAY,171100
35,3779,711,2493,679,2.9781,NEAR BAY,109000
29,3108,534,1687,516,4.3333,NEAR BAY,170800
24,4865,968,2315,893,4.2852,NEAR BAY,173500
32,2275,397,1233,418,4.0437,NEAR BAY,162800
42,1531,326,1271,377,2.6167,NEAR BAY,85100
3,2850,544,1024,515,6.0115,NEAR BAY,175000
4,3999,1079,1591,887,3.911,NEAR BAY,112500
33,44,6,23,11,4.125,NEAR BAY,212500
39,246,57,316,52,0.716,NEAR BAY,104200
31,1157,276,956,232,1.5347,NEAR BAY,80400
40,408,102,302,81,1.8333,NEAR BAY,69800
35,215,45,100,34,1.6023,NEAR BAY,81300
32,1298,363,716,268,0.9797,NEAR BAY,76400
37,1572,402,1046,350,0.7403,NEAR BAY,68600
36,60,15,42,25,1.4583,NEAR BAY,67500
33,2014,410,1354,427,3.9773,NEAR BAY,131300
34,3756,726,2237,686,3.7562,NEAR BAY,132900
19,392,109,287,81,6.0426,NEAR BAY,110000
32,1991,504,1139,423,2.0353,NEAR BAY,113600
43,2178,482,1545,471,2.5863,NEAR BAY,112200
31,2892,685,2104,641,3.2188,NEAR BAY,113800
33,1595,292,991,300,4.6937,NEAR BAY,134100
33,1156,190,643,209,4.5,NEAR BAY,156600
19,5151,1335,2548,1165,3.3125,NEAR BAY,158800
32,1967,348,1144,364,4.4135,NEAR BAY,150100
45,1982,376,1179,398,3.5463,NEAR BAY,130800
19,2237,580,1438,551,2.3382,NEAR BAY,120700
46,1222,236,819,251,3.9118,NEAR BAY,129400
36,2191,531,1563,524,2.5164,NEAR BAY,114200
29,1899,524,1357,443,1.875,NEAR BAY,97200
35,1326,346,1023,295,2.0724,NEAR BAY,97700
31,2449,595,1801,548,2.6328,NEAR BAY,110300
34,1428,335,1272,319,2.5461,NEAR BAY,93900
30,950,317,1073,280,1.8664,NEAR BAY,107800
25,1728,403,934,412,3.375,NEAR BAY,133700
34,2070,357,784,294,4.0417,NEAR BAY,182800
35,1612,354,887,331,2.5769,NEAR BAY,146100
22,2099,569,1135,509,2.1915,NEAR BAY,120800
15,6487,1717,3408,1560,2.1991,NEAR BAY,133300
33,1817,441,1220,389,2.5382,NEAR BAY,103600
38,2751,522,1390,489,3.7277,NEAR BAY,165100
46,1901,295,833,352,5.5196,NEAR BAY,210800
40,1141,213,434,196,3.9464,NEAR BAY,186900
42,1627,336,848,316,3.7708,NEAR BAY,144600
45,1226,279,590,260,2.8833,NEAR BAY,140400
47,1882,361,797,342,3.5848,NEAR BAY,140800
43,1876,389,807,377,3.1571,NEAR BAY,141600
42,1695,345,719,334,3.9417,NEAR BAY,139100
44,1769,332,828,309,4.0526,NEAR BAY,150800
45,1128,240,702,270,3.6719,NEAR BAY,134100
45,1585,329,981,373,3.0313,NEAR BAY,135800
46,1543,339,777,322,4.0927,NEAR BAY,142600
44,1675,317,806,311,3.0694,NEAR BAY,135300
44,1788,368,933,329,2.875,NEAR BAY,133400
39,1986,427,1041,385,3.2333,NEAR BAY,135100
38,1340,298,766,241,3.2833,NEAR BAY,111700
45,2142,431,1318,431,3.0737,NEAR BAY,111600
42,1485,290,971,303,3.6094,NEAR BAY,114600
38,1042,289,773,248,2.7714,NEAR BAY,104700
47,2313,433,947,430,3.942,NEAR BAY,143300
44,1917,444,936,435,2.7391,NEAR BAY,140300
31,1611,455,786,411,1.681,NEAR BAY,145500
42,2206,451,989,444,3.125,NEAR BAY,143900
45,2112,493,1406,452,2.3456,NEAR BAY,105200
34,1880,459,1358,422,1.6571,NEAR BAY,105200
47,1275,275,844,273,2.8967,NEAR BAY,95600
38,1066,248,729,286,1.5139,NEAR BAY,81700
45,907,188,479,161,3.0862,NEAR BAY,79000
27,844,249,583,265,0.9687,NEAR BAY,105800
26,1540,343,1007,338,1.3365,NEAR BAY,72900
41,2591,585,1638,462,1.822,NEAR BAY,79700
49,969,229,599,195,1.3167,NEAR BAY,71600
19,1334,366,1048,316,1.7865,NEAR BAY,88000
28,1995,488,1182,439,2.3352,NEAR BAY,84300
43,369,107,371,111,1.6,NEAR BAY,79400
17,1258,254,885,229,3.05,NEAR BAY,121600
40,1064,266,912,239,1.0521,NEAR BAY,69100
45,3150,756,1798,749,1.75,NEAR BAY,37900
18,3507,711,1224,676,5.0524,NEAR BAY,269800
47,3453,779,1353,728,4.016,NEAR BAY,274500
52,154,33,89,38,3.2875,NEAR BAY,275000
30,2515,481,1327,428,2.1287,NEAR BAY,95000
39,2002,416,1166,395,1.7257,NEAR BAY,91500
44,1891,449,1047,432,1.7727,NEAR BAY,86100
42,1796,389,1107,372,1.9375,NEAR BAY,87000
37,709,190,644,174,0.8641,NEAR BAY,84200
36,1954,513,1437,440,1.125,NEAR BAY,93800
36,921,200,585,236,1.9224,NEAR BAY,94000
52,215,41,126,43,1.3929,NEAR BAY,104200
4,2851,798,1285,712,4.2895,NEAR BAY,186800
34,2326,471,1356,441,2.3475,NEAR BAY,90300
27,2158,424,1220,442,3.0156,NEAR BAY,111500
32,2389,652,1672,584,1.4423,NEAR BAY,88300
45,2225,486,1304,459,2.64,NEAR BAY,112100
41,268,75,198,82,3.2222,NEAR BAY,156300
29,2304,399,1377,454,5.0187,NEAR BAY,140600
26,3887,779,2512,740,2.2301,NEAR BAY,122400
28,4649,977,2606,953,3.2674,NEAR BAY,129100
34,2669,647,1341,555,2.6399,NEAR BAY,119600
39,2955,696,1417,682,2.7628,NEAR BAY,167800
43,2549,511,1060,528,3.6417,NEAR BAY,178400
45,3924,834,1992,773,4.1146,NEAR BAY,177800
39,2505,371,872,345,5.3433,NEAR BAY,286500
36,2403,408,917,404,5.0399,NEAR BAY,253400
40,3056,489,1103,481,5.1067,NEAR BAY,247300
47,1911,283,697,275,6.2712,NEAR BAY,267700
32,3943,605,1524,614,6.0677,NEAR BAY,321600
35,583,88,235,84,5.943,NEAR BAY,288200
32,1736,234,602,231,6.516,NEAR BAY,401000
34,2254,357,715,306,4.5,NEAR BAY,304000
36,1526,256,696,263,3.5089,NEAR BAY,261900
33,296,73,216,63,2.675,NEAR BAY,22500
30,1014,236,537,204,2.8456,NEAR BAY,183300
38,1250,236,631,279,3.724,NEAR BAY,220100
12,1895,600,983,519,2.5,NEAR BAY,195800
22,1119,220,565,199,3.3594,NEAR BAY,186900
43,2116,407,900,361,4.1587,NEAR BAY,212200
33,1615,271,710,285,4.0804,NEAR BAY,239000
31,1432,348,681,348,2.7243,NEAR BAY,218100
39,2686,569,1159,559,2.9441,NEAR BAY,200400
40,2866,617,1305,589,3.6321,NEAR BAY,209100
37,2125,489,912,462,2.9219,NEAR BAY,217200
41,2053,435,873,415,3.4091,NEAR BAY,223000
35,1102,308,688,303,2.3946,NEAR BAY,141700
30,1772,471,880,437,2.2672,NEAR BAY,162500
36,1450,235,568,234,6,NEAR BAY,311400
38,2591,424,905,378,5.1691,NEAR BAY,263200
46,2085,346,748,354,4.0536,NEAR BAY,262000
40,2085,329,796,339,5.5357,NEAR BAY,273700
52,2657,500,1131,489,4.4286,NEAR BAY,234900
38,2501,348,805,329,6.5576,NEAR BAY,358500
49,3191,516,1148,507,6.3538,NEAR BAY,333700
52,1369,249,490,248,4.1212,NEAR BAY,287500
41,3009,482,1053,490,5.828,NEAR BAY,324400
47,1930,315,692,296,6.3669,NEAR BAY,315500
48,2083,298,685,286,7.3089,NEAR BAY,331200
16,2739,480,1259,436,3.7557,NEAR OCEAN,109400
19,2672,552,1298,478,1.9797,NEAR OCEAN,85800
11,3159,616,1343,479,2.4805,NEAR OCEAN,73200
17,3461,722,1947,647,2.5795,NEAR OCEAN,68400
15,3140,714,1645,640,1.6654,NEAR OCEAN,74600
28,3003,699,1530,653,1.7038,NEAR OCEAN,78300
20,3810,787,1993,721,2.0074,NEAR OCEAN,66900
20,2673,538,1282,514,2.4605,NEAR OCEAN,105900
15,2715,569,1532,530,2.1829,NEAR OCEAN,69500
21,2696,578,1208,494,2.275,NEAR OCEAN,122400
19,1668,324,841,283,2.1336,NEAR OCEAN,75000
17,2677,531,1244,456,3.0313,NEAR OCEAN,103600
17,3276,628,3546,585,2.2868,NEAR OCEAN,103100
22,1880,360,743,314,2.9688,<1H OCEAN,152700
18,1504,357,660,258,3.13,<1H OCEAN,116700
22,2920,636,1382,499,2.0202,NEAR OCEAN,71100
20,1451,386,467,255,1.5536,INLAND,212500
8,430,107,36,18,2.625,INLAND,187500
22,1058,352,851,269,2.02,INLAND,87500
21,2046,580,952,353,1.7245,INLAND,92200
25,1789,536,1134,396,2.32,INLAND,91300
24,2180,517,755,223,2.5875,INLAND,173400
27,1709,408,97,44,2.4917,INLAND,200000
26,1485,334,406,180,1.9667,INLAND,84600
24,856,185,388,108,3.1806,INLAND,107200
25,2443,444,868,342,3.5417,INLAND,114800
19,1429,292,585,188,2.2589,INLAND,131600
27,1492,393,717,254,1.8906,INLAND,104200
22,2731,632,1215,483,2.83,INLAND,110500
24,1258,216,235,96,4.6,INLAND,136800
25,1339,328,503,219,1.9018,INLAND,109700
23,1564,298,339,147,4.0417,INLAND,99300
24,1216,289,421,185,3.1625,INLAND,103600
22,3119,640,786,351,3.0806,INLAND,118500
23,1882,414,673,277,2.9091,INLAND,141900
28,1194,272,494,203,2.3281,INLAND,85800
25,1262,293,534,226,2.6607,INLAND,90400
27,2682,606,1010,399,3.15,INLAND,86900
28,1408,312,522,221,2.0708,INLAND,89600
17,8005,1382,999,383,3.9722,INLAND,313400
22,3080,610,1045,425,2.996,INLAND,126100
17,1106,207,466,180,3.3295,INLAND,126600
26,529,116,191,83,3.5,INLAND,103600
23,964,246,485,198,1.7188,INLAND,96100
25,1758,357,689,278,2.675,INLAND,104200
22,2138,493,829,330,2.2056,INLAND,107200
24,1194,246,414,151,3.2396,INLAND,101900
27,968,191,283,143,2.0938,INLAND,94400
17,2732,609,1005,499,1.9851,INLAND,86700
24,1669,422,589,281,3.0089,INLAND,100800
21,1653,419,737,308,1.9727,INLAND,114100
17,2807,529,675,251,2.7457,INLAND,107800
16,3109,572,885,334,3.5,INLAND,134700
15,3831,625,984,328,5.0718,INLAND,162500
12,1437,268,395,144,4.225,INLAND,127600
17,2722,512,828,289,3.5714,INLAND,109700
15,3142,618,725,285,4.3333,INLAND,121400
16,2708,481,712,261,3.7891,INLAND,117700
15,3042,588,918,336,3.8333,INLAND,118800
19,2429,459,883,300,3.017,INLAND,97600
22,2465,539,381,146,2.875,INLAND,87500
18,2040,402,350,129,4.0313,INLAND,126000
16,1463,264,54,26,4.975,INLAND,206300
19,2967,528,112,48,4.0714,INLAND,437500
33,1561,282,30,11,1.875,INLAND,500001
7,4341,716,1978,682,4.8311,INLAND,172200
11,3522,623,1456,544,3.93,INLAND,163400
10,1604,352,540,190,3.7625,INLAND,113200
15,3876,778,1960,691,2.902,INLAND,127300
11,1720,345,850,326,3.2027,INLAND,128600
12,2180,423,1070,377,2.8562,INLAND,128200
11,1280,286,609,248,3.1635,INLAND,132600
17,1438,324,675,268,2.9444,INLAND,119300
15,1374,291,709,239,1.7222,INLAND,118500
8,1877,479,884,323,3.4688,INLAND,120100
10,81,41,55,16,4.9583,INLAND,87500
11,1961,435,113,53,0.9227,INLAND,95500
15,5218,711,1949,659,4.7083,INLAND,213300
10,2499,331,1040,333,6.844,INLAND,239600
22,1831,274,813,269,4.6394,INLAND,173400
9,13255,1739,5001,1627,6.314,INLAND,228900
12,3425,549,1357,451,5.3344,INLAND,217500
7,6322,1046,2957,1024,4.7276,INLAND,197500
5,5743,1074,2651,962,4.1163,INLAND,172500
4,7392,1155,3096,1065,4.5246,INLAND,198900
8,4913,744,2005,723,5.4413,INLAND,187900
13,3432,516,1286,470,5.584,INLAND,186600
9,2073,404,916,373,3.225,INLAND,163300
5,4810,909,2242,900,3.2964,INLAND,176900
10,3421,563,1689,545,5.2032,INLAND,217100
11,2339,436,1062,380,3.9036,INLAND,180800
9,3707,602,1601,555,4.0714,INLAND,300600
12,2213,384,1097,351,4.5568,INLAND,170100
12,4545,748,2033,718,4.1843,INLAND,207600
12,3247,579,1459,517,4.3981,INLAND,202800
9,2229,355,788,341,5.5111,INLAND,196300
11,5460,859,2645,838,4.835,INLAND,230600
13,2692,470,1302,420,4,INLAND,167400
11,1013,188,410,158,4.825,INLAND,184600
15,1533,300,674,287,2.5625,INLAND,146100
17,3685,775,1714,734,2.2269,INLAND,128300
17,2616,492,1158,457,2.8807,INLAND,142600
38,2005,385,882,353,2.5104,INLAND,120500
28,4236,877,2008,881,2.1603,INLAND,111300
29,2259,482,1099,463,2.3314,INLAND,121600
21,3509,606,1576,564,2.6392,INLAND,148500
17,512,129,314,140,1.5625,INLAND,108300
31,3117,616,1606,588,2.9844,INLAND,127900
42,1276,260,799,259,2.7273,INLAND,128600
19,4414,767,1865,699,3.6406,INLAND,150900
35,2104,403,1060,400,2.1682,INLAND,138100
19,2325,430,967,376,2.9,INLAND,158700
17,2146,396,862,351,2.9219,INLAND,141300
15,2155,394,857,356,4.03,INLAND,141200
21,1661,406,789,319,2.3583,INLAND,108700
22,1236,273,615,248,3.0217,INLAND,106900
21,1728,417,731,334,1.7266,INLAND,94700
17,3145,621,1432,559,2.7201,INLAND,117500
13,4492,821,2093,734,4.0709,INLAND,151700
11,4577,836,1944,700,4.0675,INLAND,140200
10,6305,1150,2597,921,4.0197,INLAND,132200
14,1821,316,769,266,3.0789,INLAND,131700
9,3006,540,1102,418,3.9812,INLAND,136600
14,2925,625,1226,437,2.5865,INLAND,133800
19,2715,596,1301,473,2.5042,INLAND,126400
8,892,185,427,164,2.6833,INLAND,118800
15,432,87,208,73,3.6125,INLAND,100000
9,2598,548,796,297,3.5192,INLAND,98000
13,1115,255,86,32,3.5667,INLAND,115600
34,1988,511,36,15,4.625,INLAND,162500
8,3417,604,1703,623,4.0827,INLAND,170700
12,1313,231,731,232,5.7373,INLAND,208300
14,8396,1578,3952,1474,3.0565,INLAND,118800
17,2319,430,1126,372,3.5511,INLAND,155900
18,5928,1097,2697,1096,3.4872,INLAND,141400
13,5036,1034,2243,923,2.3319,INLAND,138500
51,956,196,662,180,2.101,INLAND,56700
47,1314,416,1155,326,1.372,INLAND,49600
36,607,155,483,146,1.5625,INLAND,47500
52,112,28,193,40,1.975,INLAND,47500
45,925,231,797,228,1.7011,INLAND,44800
43,1286,360,972,345,0.9513,INLAND,50400
46,1414,268,902,243,1.5833,INLAND,56700
50,772,194,606,167,2.2206,INLAND,59200
44,1960,393,1286,381,2.1518,INLAND,53000
43,1763,389,1623,390,1.4427,INLAND,47700
52,1377,319,1280,259,1.2344,INLAND,43300
45,1081,241,821,230,1.7829,INLAND,52600
39,1287,332,1386,306,1.5227,INLAND,46900
20,1855,519,1091,443,1.5547,INLAND,93900
15,1461,415,924,356,2.5045,INLAND,90300
35,2114,506,2050,474,1.2375,INLAND,50000
31,1404,379,1515,387,1.2813,INLAND,56400
35,853,296,1228,289,1.0513,INLAND,39600
52,173,87,401,84,2.1094,INLAND,75000
25,1717,542,1343,471,0.799,INLAND,51800
41,1659,466,1391,447,1.3527,INLAND,61200
33,3161,934,3530,846,1.123,INLAND,46700
52,610,128,406,122,1.8967,INLAND,43800
25,2581,528,1642,509,1.6435,INLAND,52600
17,1276,242,927,238,2.6176,INLAND,54100
21,1702,358,1347,316,2.4137,INLAND,62100
28,60,10,46,13,4.35,INLAND,67500
43,355,81,233,75,2.4167,INLAND,73900
19,1719,391,1369,368,1.25,INLAND,53000
29,1541,291,1007,313,2.0043,INLAND,53500
25,1026,221,789,183,1.5625,INLAND,52800
19,1334,336,1171,319,1.0481,INLAND,48500
15,1908,417,1383,375,1.0472,INLAND,57800
23,1731,363,1210,341,1.3922,INLAND,49500
28,1592,304,962,282,1.3304,INLAND,51300
52,314,57,178,66,1.2404,INLAND,52500
22,354,121,530,115,2.1458,INLAND,34400
41,1562,322,927,277,1.3047,INLAND,44100
35,1987,394,1233,383,1.3587,INLAND,45300
17,5872,1250,5034,1224,2.1905,INLAND,61800
29,1745,441,1530,391,1.5611,INLAND,44400
24,1240,265,1035,232,2.875,INLAND,60600
38,1481,189,1543,372,1.4577,INLAND,49800
34,1254,272,1056,279,2.3269,INLAND,50800
25,3972,842,2863,729,2.1304,INLAND,58500
22,3247,859,4179,881,1.3343,INLAND,60800
46,1347,282,854,267,1.8723,INLAND,52600
39,1553,363,1449,341,1.4419,INLAND,45500
39,2290,539,1685,536,1.6325,INLAND,52100
42,1236,272,946,261,2.0536,INLAND,50000
6,1926,303,965,316,4.7463,INLAND,93100
19,2788,614,1365,525,2.7813,INLAND,120300
17,2438,598,1563,538,1.5449,INLAND,62500
13,2343,409,1347,405,4.0027,INLAND,93100
27,2845,417,1219,460,4.9196,INLAND,117900
30,2437,349,1005,380,7.2211,INLAND,171700
23,2097,385,911,405,3.5128,INLAND,121600
25,556,79,249,71,4.4583,INLAND,108300
31,843,140,453,149,2.6875,INLAND,153800
7,2461,647,1587,551,1.4007,INLAND,225000
9,1914,491,1116,424,1.4646,INLAND,65900
15,1713,246,766,232,6.8162,INLAND,127200
26,2645,1005,1660,991,0.6991,INLAND,89500
9,1621,428,678,394,2.2437,INLAND,54200
19,3972,585,1586,560,5.2608,INLAND,151400
7,2456,463,1350,424,3.0179,INLAND,91600
15,2246,456,1190,403,2.0294,INLAND,70400
32,755,205,681,207,1.7986,INLAND,49300
36,1432,269,836,237,2.1563,INLAND,88300
29,1243,312,836,277,1.8355,INLAND,74200
20,2512,449,1464,450,3.9211,INLAND,92300
33,1036,181,620,174,3.4107,INLAND,110400
6,1931,422,1344,414,1.6607,INLAND,58000
39,1237,256,638,239,3.0139,INLAND,65300
19,2546,463,1257,418,2.9013,INLAND,89500
31,834,229,616,211,1.6602,INLAND,61200
35,2080,365,1026,333,3.5781,INLAND,92800
31,1551,296,1058,287,3.3438,INLAND,92600
31,2214,432,1326,416,2.1691,INLAND,66700
27,1226,240,706,211,2.77,INLAND,68400
30,1694,312,1008,321,2.2466,INLAND,96000
34,2263,423,1184,407,1.7692,INLAND,74200
43,524,93,302,93,2.6146,INLAND,81300
30,1584,316,984,300,2.0658,INLAND,67900
32,1485,269,867,271,2.5809,INLAND,78300
35,1191,190,537,182,3.5375,INLAND,96700
6,1853,473,1397,417,1.4817,INLAND,72000
15,3291,772,1738,634,1.976,INLAND,67300
41,1022,209,741,213,2.0781,INLAND,48800
34,1186,300,774,271,1.575,INLAND,57100
33,662,183,607,181,1.3929,INLAND,55600
48,2059,388,834,405,2.9306,INLAND,67900
51,2419,486,1284,426,2.2029,INLAND,54200
52,1827,356,855,353,1.7636,INLAND,55100
41,1973,399,1107,375,1.8971,INLAND,66900
46,2194,563,924,542,1.4028,INLAND,68500
52,1853,437,764,390,1.6429,INLAND,69200
52,1788,449,1156,418,1.7298,INLAND,58400
52,1792,352,1049,357,2.4375,INLAND,57100
52,2224,418,832,406,2.3952,INLAND,78400
52,1185,260,635,239,1.175,INLAND,56100
52,377,97,530,96,1,INLAND,45000
46,2625,593,1368,551,1.5273,INLAND,59000
52,2408,498,1361,465,2.1055,INLAND,61300
47,1425,323,949,325,1.7344,INLAND,51300
49,1175,307,982,278,1.2937,INLAND,52000
43,2070,512,1925,444,1.4635,INLAND,46600
50,1343,322,1063,342,1.75,INLAND,49800
23,3800,1003,3786,917,1.4766,INLAND,50600
35,1607,383,1407,382,2.19,INLAND,53400
41,1576,417,1567,366,1.2545,INLAND,45500
40,2009,519,2219,505,1.2101,INLAND,49100
43,1623,294,781,272,1.869,INLAND,56000
43,1945,413,1492,422,1.5174,INLAND,54600
35,2347,526,1676,481,1.6548,INLAND,49400
52,2137,448,1194,444,1.3029,INLAND,69100
50,1325,280,811,281,1.8667,INLAND,62800
51,1454,235,729,252,3.3125,INLAND,70100
44,1818,412,1680,418,1.7083,INLAND,48300
39,2233,563,2031,491,1.8641,INLAND,50800
47,2236,418,1042,397,2.9545,INLAND,59600
39,4893,1210,4749,1067,1.2065,INLAND,55600
39,1740,351,1098,347,1.8958,INLAND,51300
50,1515,294,852,297,1.9955,INLAND,54200
49,2331,460,1290,477,2.5111,INLAND,55400
